gion code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
63,8,"ОСП Елховского района","446820, Россия, Самарская обл., Елховский р-н, , с. Елховка, ул. Братьев Сухановых, 1, ,","Кузьмин Владимир Евгеньевич",+7(846-58)3-38-59,+7(846-58)3-38-59,+7(84658)3-37-52,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Елховка"
62,10,"ОСП по Кораблинскому и Старожиловскому районам","391200, Россия, Рязанская обл., Кораблинский р-н, г. Кораблино, , ул. Маяковского, 10, , ","Евдокимова Людмила Владимировна","8(4914) 35-01-27",,+7(49143)5-01-27,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Кораблинское"
62,12,"ОСП по Михайловскому и Захаровскому районам","391710, Россия, Рязанская обл., Михайловский р-н, г. Михайлов, , ул. Имени Маршала Голикова Ф.И., д. 10, , ","Журавлева Галина Александровна","8(4913) 02-17-76",,+7(49130)2-17-76,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","Муниципальные образования Рязанской области"
62,15,"Пронское РОСП","391160, Россия, Рязанская обл., Пронский р-н, г. Новомичуринск, , ул. Волкова, д. 6А, , ","Овчинникова Светлана Владимировна","8(4914) 12-10-33",,+7(49141)2-10-33,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Пронское"
62,18,"ОСП по Ряжскому и Александро-Невскому районам","391964, Россия, Рязанская обл., Ряжский р-н, г. Ряжск, , ул. Советская, д. 6, , ","Лапутин Валерий Викторович","8(4913) 22-16-05",,+7(49132)2-16-05,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Ряжское"
62,21,"ОСП по Сараевскому, Сапожковскому и Ухоловскому районам","391870, Россия, Рязанская обл., Сараевский р-н, , рп. Сараи, ул. Ленина, 111, , ","Букшина Вера Анатольевна","8(4914) 83-13-72",,+7(49148)3-18-25,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Сараевское"
62,22,"ОСП по Сасовскому и Пителинскому районам","391434, Россия, Рязанская обл., , г. Сасово, , Свободы пр-кт, 19, , ","Демидов Владимир Николаевич","8(4912) 29-46-86",,+7(4912)29-46-84,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Сасово"
62,23,"ОСП по Скопинскому и Милославскому районам","391800, Россия, Рязанская обл., , г. Скопин, , ул. Советская, 63, , ","Лапина Марина Петровна","8(4915) 62-05-51",,+7(49156)2-05-51,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Скопин"
62,24,"Спасское РОСП","391050, Россия, Рязанская обл., Спасский р-н, г. Спасск-Рязанский, , ул. Войкова, д. 55, ,","Керро Елена Юрьевна","8(4913) 53-31-56",,+7(49135)3-31-56,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Спасск-Рязанское"
62,28,"ОСП по Шацкому и Чучковскому районам","391550, Россия, Рязанская обл., Шацкий р-н, г. Шацк, , ул. Революционная, 27, , ","Ефремова Елена Анатольевна","8(4914) 72-15-47",,+7(49147)2-15-47,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- Шацкое"
62,30,"МО по ОИП","390046, Россия, Рязанская обл., , г. Рязань, , ул. Введенская, 124, ,","Вдовина Анна Михайловна","8(4912) 25-61-14","8(4912) 44-46-29",+7(491)244-46-29,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","Рязанский муниципальный район"
62,32,"МО по ОУПДС","390000, Россия, Рязанская обл., , г. Рязань, , ул. Соборная, д. 52А, ,","Пименов Михаил Викторович","8(4912) 29-46-22",,+7(4912)29-46-22,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Рязань"
62,33,ООД,"390000, Россия, , , г. Рязань, , ул. Кудрявцева, д. 56, , ","Голубев Александр Михайлович","8(4912) 29-46-33",,+7(4912)29-46-33,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Рязань"
62,34,"ОСП по г. Рязани и Рязанскому району","390000, Россия, Рязанская обл., , г. Рязань, , ул. Соборная, д. 52А, ,","Калужский Сергей Игоревич","8(4912) 29-46-56",,+7(4912)29-46-74,+7(4912)29-46-74,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Рязань"
62,35,"ОСП по ВАШ по г. Рязани и Рязанскому району","390044, Россия, Рязанская обл., , г. Рязань, , Московское ш., д. 41, корп. 1, ","Медведева Ирина Николаевна","8(4912) 29-46-75",,+7(4912)29-46-75,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00","- город Рязань"
62,36,ОСН,"390000, Россия, Рязанская обл., , г. Рязань, , ул. Соборная, д. 52А, ,","Игнатов Сергей Юрьевич","8(4912) 29-46-99",,+7(4912)29-46-99,+74912294700,"вторник с 9.00 до 13.00, четверг с 14.00 до 18.00",
63,0,"ГУФССП России по Самарской области","443030, Россия, , , г. Самара, , ул. Урицкого, 17, , ","Муратов Закир Рамильевич",+7(846)263-65-65,+7(846)266-38-42,,+78462636565,"Пн-Чт c 9:00 до 18:00, Пт с 9:00 до 16:45",36701305
63,3,"ОСП Борского и Богатовского районов","446660, Россия, Самарская обл., Борский р-н, , с. Борское, ул. Неверовская, 23а, ,","Орлова Юлия Александровна",+7(84667)2-57-32,+7(84667)2-57-32,+7(84667)2-11-04,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Борское"
63,4,"ОСП Большеглушицкого района","446180, Россия, Самарская обл., , , с. Большая Глушица, ул. Пугачевская, д. 1, , ","Шестакова Елена Сергеевна",+7(84673)2-40-52,+7(84673)2-12-65,+7(84673)2-40-52,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Большая Глушица"
63,5,"ОСП Безенчукского района","446253, Россия, Самарская обл., , , пгт. Безенчук, ул. Советская, 107, а, ","Евстропова Татьяна Юрьевна",+7(84676)2-12-80,+7(84676)2-12-80,+7(84676)2-12-80,+78462636565,"Нач.ОСП, СПИ: Вт с 9.00 до 13.00, Чт с 13.00 до 18.00","- Безенчук"
